Name,ID,Chromosome,Strand,Gene start,Gene end,Expression start,Expression end,Alias Name,Type,Source,Expression,Host gene,overlapping gene,Rfam ID,p-value,RNA family name,RNA family,comment,Conservation,Reported1 (R) ,Human1 (H),Conserved1 (C),Selected1,ICI1,,Reported2 (R),Human2 (H),Conserved2 (C),Selected2,ICI,,,,,,,,,,,,,
SNORD58A,snoID_0078,chr18,-,47017653,47017717,47017717,47017653,SNORD58A,CD,HUGO,1797396,RPL17-C18orf32,SNORD58A,RF00151,4.70E-021,SNORD58,Small nucleolar RNA SNORD58,,Vertebrates,-,18S-890,NA,NA,0.2 (H),,28S-4198,28S-4198,28S-4198,RCH:28S-4198,1.09,,,,,,,,,,,,,
SNORD116-22,snoID_0079,chr15,+,25335069,25335162,25335071,25335161,SNORD116-22,CD,HUGO,1762550,SNURF-SNRPN,SNORD116-22,RF00108,1.20E-027,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,28S-1241,NA,NA,0 (H),,18S-1162,18S-1162,18S-1162,RCH:18S-1162,1.21,,,,,,,,,,,,,
SNORD66,snoID_0080,chr3,+,184043484,184043559,184043484,184043557,SNORD66,CD,HUGO,1644151,EIF4G1,SNORD66,RF00572,1.50E-026,SNORD66,Small nucleolar RNA SNORD66,,Tetrapodes and Teleostes,-,18S-1310,18S-1310,CH:18S-1310,1.2,*,18S-1272,18S-1272,18S-1272,RCH:18S-1272,2.01,,,,,,,,,,,,,
SNORD17,snoID_0081,chr20,-,17943353,17943589,17943589,17943355,SNORD17,CD,HUGO,1537516,SNX5,SNORD17,RF00567,6.30E-074,SNORD17,Small nucleolar RNA SNORD17,,Vertebrates,-,18S-1018,NA,NA,0.19 (H),,28S-3797,28S-3797,28S-3797,RCH:28S-3797,1.37,,,,,,,,,,,,,
SNORD102,snoID_0082,chr13,+,27829201,27829272,27829203,27829272,SNORD102,CD,HUGO,1524383,RPL21,SNORD102,RF00187,1.60E-023,SNORD102,Small nucleolar RNA SNORD102,,Tetrapodes and Teleostes,28S-4020,28S-4020,18S-1348,RH:28S-4020,1.32,,,,,,,,,,,,,,,,,,,
SNORD18B,snoID_0083,chr15,-,66794360,66794429,66794428,66794360,SNORD18B,CD,HUGO,1424798,RPL4,SNORD18B,RF00093,4.80E-017,SNORD18,Small nucleolar RNA SNORD18,,Deuterostomes,-,U1.1-97,NA,NA,0.39 (H),,28S-1313,28S-1313,28S-1313,RCH:28S-1313,0.74,,,,,,,,,,,,,
SNORD69,snoID_0084,chr3,+,52726752,52726828,52726760,52726820,SNORD69,CD,HUGO,1395381,GNL3,SNORD69,RF00574,1.20E-023,SNORD69,Small nucleolar RNA SNORD69,,Amniotes,28S-4464,28S-2888,28S-4464,RC:28S-4464,1.07,,-,U2.2-51,28S-1430,NA,0.72 (C),,,,,,,,,,,,,
SNORD114-17,snoID_0085,chr14,+,101441143,101441216,101441145,101441213,SNORD114-17,CD,HUGO,1299017,RP11-909M7.3,SNORD114-17,RF00181,9.50E-020,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,U11.1-77,NA,NA,0.91 (H),,-,28S-1363,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD116-24,snoID_0086,chr15,+,25339183,25339276,25339185,25339275,SNORD116-24,CD,HUGO,1288403,SNURF-SNRPN,SNORD116-24,RF00108,9.50E-027,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,28S-1375,NA,NA,0.3 (H),,18S-1162,18S-1162,18S-1162,RCH:18S-1162,1.21,,,,,,,,,,,,,
SNORD99,snoID_0087,chr1,-,28905255,28905334,28905332,28905265,SNORD99,CD,HUGO,1277400,SNHG12,SNORD99,RF00608,6.80E-022,SNORD99,Small nucleolar RNA SNORD99,,Amniotes,28S-2774,28S-2774,28S-2774,RCH:28S-2774,1.44,,-,NA-NA,NA,NA,0 (H),,,,,,,,,,,,,
SNORD116-18,snoID_0088,chr15,+,25330531,25330624,25330533,25330623,SNORD116-18,CD,HUGO,1217573,SNURF-SNRPN,SNORD116-18,RF00108,5.10E-028,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,28S-1241,NA,NA,0 (H),,-,18S-1162,18S-1162,CH:18S-1162,1.21,*,,,,,,,,,,,,
SNORD36C,snoID_0089,chr9,+,136217701,136217768,136217702,136217765,SNORD36C,CD,HUGO,1204844,RPL7A,SNORD36C,RF00049,0.00000031,SNORD36,Small nucleolar RNA SNORD36,,Deuterostomes,18S-668,18S-1181,NA,H:18S-1181,0.06,,28S-3703,28S-3703,28S-3703,RCH:28S-3703,1.46,,,,,,,,,,,,,
SNORD49A,snoID_0090,chr17,+,16343350,16343420,16343350,16343420,SNORD49A,CD,HUGO,1164007,C17orf76-AS1,SNORD49A,RF00277,1.00E-021,SNORD49,Small nucleolar RNA SNORD49,,Vertebrates,-,28S-3362,18S-1222,NA,0.73 (C),,28S-4426,28S-4426,28S-4426,RCH:28S-4426,0.84,,,,,,,,,,,,,
SNORD14E,snoID_0091,chr11,-,122928785,122928864,122928869,122928784,SNORD14E,CD,HUGO,1151658,HSPA8,SNORD14E,RF00016,8.90E-016,SNORD14,Small nucleolar RNA SNORD14,,Deuterostomes,18S-462,18S-462,18S-462,RCH:18S-462,1.96,,,,,,,,,,,,,,,,,,,
SNORD18A,snoID_0092,chr15,-,66795583,66795652,66795651,66795583,SNORD18A,CD,HUGO,1123623,RPL4,SNORD18A,RF00093,9.80E-014,SNORD18,Small nucleolar RNA SNORD18,,Deuterostomes,-,18S-1137,18S-1137,NA,0.78 (CH),,28S-1313,28S-1313,28S-1313,RCH:28S-1313,0.74,,,,,,,,,,,,,
SNORD18C,snoID_0093,chr15,-,66793590,66793656,66793655,66793590,SNORD18C,CD,HUGO,1117793,RPL4,SNORD18C,RF00093,7.30E-015,SNORD18,Small nucleolar RNA SNORD18,,Deuterostomes,-,18S-1137,18S-1137,NA,0.78 (CH),,28S-1313,28S-1313,28S-1313,RCH:28S-1313,0.74,,,,,,,,,,,,,
SNORD14C,snoID_0094,chr11,-,122930043,122930130,122930130,122930042,SNORD14C,CD,HUGO,1105162,HSPA8,SNORD14C,RF00016,2.40E-018,SNORD14,Small nucleolar RNA SNORD14,,Deuterostomes,18S-462,18S-462,18S-462,RCH:18S-462,1.96,,,,,,,,,,,,,,,,,,,
SNORD12B,snoID_0095,chr20,+,47896850,47896952,47896862,47896938,SNORD12B,CD,HUGO,1038539,ZFAS1,SNORD12B,RF00581,1.10E-024,SNORD12,Small nucleolar SNORD12/SNORD106,,Deuterostomes,-,28S-737,NA,NA,0.26 (H),,28S-3878,28S-735,28S-3878,RC:28S-3878,0.7,,,,,,,,,,,,,
SNORD114-1,snoID_0096,chr14,+,101416170,101416240,101416172,101416237,SNORD114-1,CD,HUGO,1034449,NA,SNORD114-1,RF00181,4.30E-020,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,U2.2-8,18S-1162,C:18S-1162,1.17,*,-,28S-2071,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD110,snoID_0097,chr20,+,2634858,2634932,2634858,2634930,SNORD110,CD,HUGO,949869,NOP56,SNORD110,RF00610,2.20E-022,SNORD110,Small nucleolar RNA SNORD110,,Amniotes,-,U2.1-115,18S-1278,NA,0.6 (C),,18S-1288,18S-1288,18S-1288,RCH:18S-1288,1.77,,,,,,,,,,,,,
SNORD100,snoID_0098,chr6,+,133137941,133138016,133137944,133138009,SNORD100,CD,HUGO,914053,RPS12,SNORD100,RF00609,1.70E-022,SNORD100,Small nucleolar RNA SNORD100,,Vertebrates,-,28S-3389,NA,NA,0 (H),,18S-436,28S-1053,18S-436,RC:18S-436,1.77,,,,,,,,,,,,,
SNORD117,snoID_0099,chr6,-,31504151,31504226,31504225,31504151,SNORD117,CD,HUGO,855848,DDX39B,SNORD117,RF00137,8.00E-020,SNORD83,Small nucleolar RNA SNORD83,,Deuterostomes,-,18S-1320,18S-1320,CH:18S-1320,1.39,*,,,,,,,,,,,,,,,,,,
SNORD45A,snoID_0100,chr1,+,76253574,76253657,76253574,76253655,SNORD45A,CD,HUGO,822625,RABGGTB,SNORD45A,RF00279,3.40E-021,SNORD45,Small nucleolar RNA SNORD45,,Tetrapodes and Teleostes,18S-159,18S-157,NA,H:18S-157,0,,18S-172,18S-170,NA,H:18S-170,0,,,,,,,,,,,,,
SNORD113-7,snoID_0101,chr14,+,101407463,101407538,101407466,101407534,SNORD113-7,CD,HUGO,810421,NA,SNORD113-7,RF00181,9.90E-015,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,18S-1278,NA,NA,0.35 (H),,-,28S-1136,NA,NA,0.48 (H),,,,,,,,,,,,,
SNORD55,snoID_0102,chr1,+,45241537,45241610,45241537,45241610,SNORD55,CD,HUGO,786435,RPS8,SNORD55,RF00157,4.30E-026,SNORD39,Small nucleolar RNA SNORD55/SNORD39,,Amniotes,28S-2791,28S-2791,28S-2791,RCH:28S-2791,1.38,,-,U6atac.1-92,NA,NA,0 (H),,,,,,,,,,,,,
SNORD114-23,snoID_0103,chr14,+,101450213,101450283,101450215,101450282,SNORD114-23,CD,HUGO,734261,RP11-909M7.3,SNORD114-23,RF00181,1.10E-021,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,18S-1272,18S-1162,C:18S-1162,1.17,*,-,28S-2068,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD114-26,snoID_0104,chr14,+,101453383,101453453,101453385,101453452,SNORD114-26,CD,HUGO,705175,NA,SNORD114-26,RF00181,2.10E-020,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,18S-1272,18S-1162,C:18S-1162,1.17,*,-,28S-3966,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD111B,snoID_0105,chr16,+,70563402,70563502,70563416,70563488,SNORD111B,CD,HUGO,690461,SF3B3,SNORD111B,RF00611,1.60E-018,SNORD111,Small nucleolar RNA SNORD111,,Amniotes,-,28S-5023,NA,NA,0 (H),,28S-3923,28S-3923,28S-3923,RCH:28S-3923,1.02,,,,,,,,,,,,,
SNORD67,snoID_0106,chr11,-,46783939,46784049,46784046,46783940,SNORD67,CD,HUGO,688264,CKAP5,SNORD67,RF00573,4.40E-034,SNORD67,Small nucleolar RNA SNORD67,,Deuterostomes,U6-60,U6.6-60,U6.6-60,RCH:U6.6-60,1.77,,-,18S-613,NA,NA,0.23 (H),,,,,,,,,,,,,
SNORD68,snoID_0107,chr16,+,89627838,89627909,89627837,89627909,SNORD68,CD,HUGO,653821,RPL13,SNORD68,RF00324,9.70E-021,snoMBII-202,Small nucleolar RNA MBII-202,,Vertebrates,28S-2388,28S-2388,28S-2388,RCH:28S-2388,1.09,,18S-428,18S-428,18S-428,RCH:18S-428,1.83,,,,,,,,,,,,,
SNORD62B,snoID_0108,chr9,+,134365873,134365958,134365873,134365959,SNORD62B,CD,HUGO,648884,PRRC2B,SNORD62B,RF00153,6.10E-033,SNORD62,Small nucleolar RNA SNORD62,,Amniotes,-,U1.5-156,U4atac.1-28,NA,0.61 (C),,18S-590,18S-590,18S-590,RCH:18S-590,1.71,,,,,,,,,,,,,
SNORD61,snoID_0109,chrX,-,135961358,135961430,135961432,135961359,SNORD61,CD,HUGO,646532,RBMX,SNORD61,RF00270,4.80E-018,SNORD61,Small nucleolar RNA SNORD61,,Deuterostomes,18S-1442,18S-1442,18S-1442,RCH:18S-1442,1.32,,-,U4.1-30,NA,NA,0.24 (H),,,,,,,,,,,,,
SNORD62A,snoID_0110,chr9,+,134361052,134361137,134361052,134361138,SNORD62A,CD,HUGO,646183,PRRC2B,SNORD62A,RF00153,6.10E-033,SNORD62,Small nucleolar RNA SNORD62,,Amniotes,-,U1.5-156,U4atac.1-28,NA,0.61 (C),,18S-590,18S-590,18S-590,RCH:18S-590,1.71,,,,,,,,,,,,,
SNORD105B,snoID_0111,chr19,+,10220425,10220516,10220439,10220506,SNORD105B,CD,HUGO,610940,PPAN,SNORD105B,RF01173,2.00E-022,snoU105B,Small nucleolar RNA U105B,,Eutherians,18S-799,18S-799,18S-799,RCH:18S-799,1.94,,-,18S-1223,NA,NA,0.5 (H),,,,,,,,,,,,,
SNORD12C,snoID_0112,chr20,+,47895482,47895560,47895482,47895560,SNORD12C,CD,HUGO,600094,ZFAS1,SNORD12C,RF00581,1.30E-023,SNORD12,Small nucleolar SNORD12/SNORD106,,Deuterostomes,-,28S-1640,NA,NA,0.46 (H),,28S-3878,28S-616,28S-3878,RC:28S-3878,0.7,,,,,,,,,,,,,
SNORD1C,snoID_0113,chr17,+,74554872,74554951,74554876,74554948,SNORD1C,CD,HUGO,590049,SNHG16,SNORD1C,RF00213,2.50E-013,snoR38,Small nucleolar RNA R38,,Tetrapodes,-,28S-5011,28S-4673,NA,0.64 (C),,28S-4362,28S-4362,28S-4362,RCH:28S-4362,1.67,,,,,,,,,,,,,
SNORD83B,snoID_0114,chr22,-,39709824,39709916,39709913,39709827,SNORD83B,CD,HUGO,589591,RPL3,SNORD83B,RF00593,5.20E-030,snoU83B,Small nucleolar RNA U83B,,Deuterostomes,18S-468,18S-468,18S-468,RCH:18S-468,1.87,,-,28S-2895,28S-4496,NA,0.79 (C),,,,,,,,,,,,,
SNORD124,snoID_0115,chr17,-,38183795,38183898,38183887,38183809,SNORD124,CD,HUGO,576741,MED24,SNORD124,RF01211,1.30E-028,SNORD124,Small nucleolar RNA SNORD124,,Therians,-,28S-4080,18S-1609,NA,0.67 (C),,-,U4atac.1-7,U4atac.1-7,CH:U4atac.1-7,2.38,*,,,,,,,,,,,,
SNORD54,snoID_0116,chr8,-,56986398,56986460,56986460,56986398,SNORD54,CD,HUGO,567172,RPS20,SNORD54,RF01277,2.30E-019,snoU54,Small nucleolar RNA U54,,Amniotes,18S-644,18S-644,18S-644,RCH:18S-644,1.38,,-,U4atac.3-34,NA,NA,0.42 (H),,,,,,,,,,,,,
SNORD114-21,snoID_0117,chr14,+,101448312,101448382,101448314,101448378,SNORD114-21,CD,HUGO,520220,RP11-909M7.3,SNORD114-21,RF00181,1.10E-021,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,18S-1272,18S-1162,C:18S-1162,1.17,*,-,18S-951,18S-951,CH:18S-951,1.27,*,,,,,,,,,,,,
SNORD90,snoID_0118,chr9,-,125642492,125642598,125642585,125642504,SNORD90,CD,HUGO,519266,RC3H2,SNORD90,RF00579,4.30E-030,SNORD90,Small nucleolar RNA SNORD90,,Amniotes,-,U4.1-8,NA,NA,0.47 (H),,-,18S-354,18S-354,NA,0.64 (CH),,,,,,,,,,,,,
SNORD9,snoID_0119,chr14,-,21860310,21860412,21860413,21860309,SNORD9,CD,HUGO,507652,CHD8,SNORD9,RF00377,1.70E-025,snoU6-53,Small nucleolar RNA U6-53/MBII-28,,Deuterostomes,-,28S-597,NA,NA,0 (H),,U6-53,U6.1-53,NA,RH:U6.1-53,0.35,,,,,,,,,,,,,
SNORD114-20,snoID_0120,chr14,+,101447341,101447411,101447343,101447410,SNORD114-20,CD,HUGO,503843,RP11-909M7.3,SNORD114-20,RF00181,1.30E-018,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,28S-2696,18S-1162,C:18S-1162,1.17,*,-,28S-2068,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD97,snoID_0121,chr11,-,10823014,10823155,10823153,10823016,SNORD97,CD,HUGO,490813,EIF4G2,SNORD97,RF01291,1.30E-040,SNORD97,Small nucleolar RNA SNORD97,,Amniotes,-,18S-676,18S-676,NA,0.82 (CH),,-,18S-1737,NA,NA,0.19 (H),,,,,,,,,,,,,
SNORD103B,snoID_0122,chr1,-,31421965,31422052,31422047,31421965,SNORD103B,CD,HUGO,476233,PUM1,SNORD103B,RF00188,3.40E-023,SNORD103,Small nucleolar RNA SNORD103/SNORD85,,Vertebrates,-,U5.1-100,NA,NA,0 (H),,18S-601,28S-603,18S-601,RC:18S-601,1.84,,,,,,,,,,,,,
SNORD103A,snoID_0123,chr1,-,31408536,31408623,31408618,31408536,SNORD103A,CD,HUGO,476233,PUM1,SNORD103A,RF00188,3.40E-023,SNORD103,Small nucleolar RNA SNORD103/SNORD85,,Vertebrates,-,U5.1-100,NA,NA,0 (H),,18S-601,28S-603,18S-601,RC:18S-601,1.84,,,,,,,,,,,,,
SNORD14D,snoID_0124,chr11,-,122929617,122929703,122929703,122929616,SNORD14D,CD,HUGO,470284,HSPA8,SNORD14D,RF00016,1.30E-016,SNORD14,Small nucleolar RNA SNORD14,,Deuterostomes,18S-462,18S-462,18S-462,RCH:18S-462,1.96,,-,U1.1-41,NA,NA,0 (H),,,,,,,,,,,,,
SNORD19B,snoID_0125,chr3,+,52724754,52724846,52724768,52724833,SNORD19B,CD,HUGO,466766,GNL3,SNORD19B,RF01183,2.70E-022,SNORD19B,Small nucleolar RNA SNORD19B,,Tetrapodes and Teleostes,18S-683,18S-683,18S-683,RCH:18S-683,1.6,,-,28S-4968,NA,NA,0 (H),,,,,,,,,,,,,
SNORD5,snoID_0126,chr11,-,93466394,93466466,93466465,93466398,SNORD5,CD,HUGO,466227,TAF1D,SNORD5,RF01161,1.40E-022,SNORD5,Small nucleolar RNA SNORD5,,Amniotes,-,NA-NA,NA,NA,0 (H),,28S-2409,28S-2409,28S-2409,RCH:28S-2409,1.92,,,,,,,,,,,,,
SNORD86,snoID_0127,chr20,+,2636743,2636828,2636745,2636827,SNORD86,CD,HUGO,463906,NOP56,SNORD86,RF00594,5.90E-027,SNORD86,Small nucleolar RNA SNORD86,,Eutherians,18S-1219,18S-1219,18S-1219,RCH:18S-1219,1.64,,-,28S-4715,18S-441,NA,0.85 (C),,,,,,,,,,,,,
SNORD81,snoID_0128,chr1,-,173833313,173833355,173833356,173833290,SNORD81,CD,HUGO,457579,GAS5,SNORD81,RF00136,2.10E-015,SNORD81,Small nucleolar RNA SNORD81,,Amniotes,-,18S-888,NA,NA,0 (H),,28S-391,28S-391,18S-435,RH:28S-391,0.98,,,,,,,,,,,,,
SNORD114-11,snoID_0129,chr14,+,101434448,101434521,101434450,101434520,SNORD114-11,CD,HUGO,449994,RP11-909M7.3,SNORD114-11,RF00181,4.50E-019,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,18S-1272,18S-1162,C:18S-1162,1.17,*,-,18S-1703,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD113-6,snoID_0130,chr14,+,101405893,101405966,101405895,101405962,SNORD113-6,CD,HUGO,449514,NA,SNORD113-6,RF00181,2.40E-012,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,28S-2332,NA,NA,0.54 (H),,-,U5.4-98,NA,NA,0.5 (H),,,,,,,,,,,,,
SNORD115-23,snoID_0131,chr15,+,25456943,25457024,25456944,25457024,SNORD115-23,CD,HUGO,439581,SNHG14,SNORD115-23,RF00105,1.50E-020,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,U11.1-114,NA,NA,0.56 (H),,-,28S-2823,NA,NA,0.28 (H),,,,,,,,,,,,,
SNORD113-5,snoID_0132,chr14,+,101404524,101404600,101404526,101404599,SNORD113-5,CD,HUGO,438806,NA,SNORD113-5,RF00181,1.50E-012,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,28S-3193,NA,NA,0 (H),,-,28S-1699,NA,NA,0 (H),,,,,,,,,,,,,
SNORD115-19,snoID_0133,chr15,+,25449504,25449585,25449505,25449585,SNORD115-19,CD,HUGO,437056,SNURF-SNRPN,SNORD115-19,RF00105,1.30E-023,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4309,28S-4560,NA,0.91 (C),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD115-18,snoID_0134,chr15,+,25448374,25448455,25448375,25448455,SNORD115-18,CD,HUGO,437056,SNURF-SNRPN,SNORD115-18,RF00105,1.30E-023,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4309,28S-4560,NA,0.91 (C),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD115-17,snoID_0135,chr15,+,25446470,25446551,25446471,25446551,SNORD115-17,CD,HUGO,435581,SNURF-SNRPN,SNORD115-17,RF00105,1.30E-023,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4309,28S-4560,NA,0.91 (C),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD116-15,snoID_0136,chr15,+,25326433,25326526,25326435,25326525,SNORD116-15,CD,HUGO,431911,SNURF-SNRPN,SNORD116-15,RF00108,5.00E-028,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,U6atac.1-39,NA,NA,0.34 (H),,-,18S-1162,18S-1162,CH:18S-1162,1.21,*,,,,,,,,,,,,
SNORD22,snoID_0137,chr11,-,62620382,62620507,62620508,62620384,SNORD22,CD,HUGO,423208,SNHG1,SNORD22,RF00099,5.80E-040,SNORD22,Small nucleolar RNA SNORD22,,Vertebrates,-,18S-115,18S-115,NA,0.83 (CH),,,,,,,,,,,,,,,,,,,
SNORD116-14,snoID_0138,chr15,+,25325288,25325381,25325290,25325380,SNORD116-14,CD,HUGO,422862,SNURF-SNRPN,SNORD116-14,RF00108,1.60E-028,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,28S-2087,NA,NA,0 (H),,-,18S-1162,18S-1162,CH:18S-1162,1.21,*,,,,,,,,,,,,
SNORD115-20,snoID_0139,chr15,+,25451409,25451490,25451410,25451490,SNORD115-20,CD,HUGO,421933,SNURF-SNRPN,SNORD115-20,RF00105,7.60E-025,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4560,28S-4560,NA,0.91 (CH),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD113-9,snoID_0140,chr14,+,101411986,101412056,101411988,101412052,SNORD113-9,CD,HUGO,421163,NA,SNORD113-9,RF00181,4.90E-013,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,28S-1608,28S-1608,NA,0.89 (CH),,-,18S-930,18S-930,CH:18S-930,1.31,*,,,,,,,,,,,,
SNORD115-9,snoID_0141,chr15,+,25430778,25430859,25430779,25430859,SNORD115-9,CD,HUGO,417936,SNURF-SNRPN,SNORD115-9,RF00105,8.20E-026,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4560,28S-4560,NA,0.91 (CH),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD115-12,snoID_0142,chr15,+,25436563,25436644,25436564,25436644,SNORD115-12,CD,HUGO,416484,SNURF-SNRPN,SNORD115-12,RF00105,8.20E-026,SNORD115,Small nucleolar RNA SNORD115,,Eutherians,-,28S-4560,28S-4560,NA,0.91 (CH),,-,U1.10-105,NA,NA,0 (H),,,,,,,,,,,,,
SNORD47,snoID_0143,chr1,-,173833507,173833583,173833583,173833507,SNORD47,CD,HUGO,412057,GAS5,SNORD47,RF00281,6.20E-024,SNORD47,Small nucleolar RNA SNORD47,,Tetrapodes and Teleostes,-,28S-3696,NA,NA,0.48 (H),,28S-3866,28S-3866,28S-3866,RCH:28S-3866,1.31,,,,,,,,,,,,,
SNORD112,snoID_0144,chr14,+,101364257,101364333,101364259,101364328,SNORD112,CD,HUGO,403647,MEG8,SNORD112,RF01169,3.00E-025,SNORD112,Small nucleolar RNA SNORD112,,Eutherians,-,U12.1-78,U12.1-78,NA,0.83 (CH),,-,U1.5-155,NA,NA,0 (H),,,,,,,,,,,,,
SNORD20,snoID_0145,chr2,-,232321155,232321234,232321234,232321157,SNORD20,CD,HUGO,392658,NCL,SNORD20,RF00217,3.50E-027,SNORD20,Small nucleolar RNA SNORD20,,Tetrapodes and Teleostes,18S-1806,18S-1806,18S-1806,RCH:18S-1806,2.43,,-,28S-1589,18S-105,NA,0.92 (C),,,,,,,,,,,,,
SNORD85,snoID_0146,chr1,-,31441010,31441084,31441081,31441014,SNORD85,CD,HUGO,389507,PUM1,SNORD85,RF00188,5.30E-019,SNORD103,Small nucleolar RNA SNORD103/SNORD85,,Vertebrates,-,18S-763,NA,NA,0.36 (H),,18S-601,18S-601,18S-601,RCH:18S-601,1.84,,,,,,,,,,,,,
SNORD114-25,snoID_0147,chr14,+,101452394,101452464,101452396,101452460,SNORD114-25,CD,HUGO,382801,RP11-909M7.3,SNORD114-25,RF00181,5.70E-019,SNORD113,Small nucleolar RNA SNORD113/SNORD114 family,,Eutherians,-,28S-2918,NA,NA,0.28 (H),,-,28S-2068,18S-951,C:18S-951,1.27,*,,,,,,,,,,,,
SNORD33,snoID_0148,chr19,+,49993874,49993956,49993873,49993954,SNORD33,CD,HUGO,359977,RPL13A,SNORD33,RF00133,8.80E-019,SNORD33,Small nucleolar RNA Z195/SNORD33/SNORD32 family,,Deuterostomes,18S-1326,18S-1326,18S-1326,RCH:18S-1326,1.95,,-,18S-1320,NA,NA,0.49 (H),,,,,,,,,,,,,
SNORD116-26,snoID_0149,chr15,+,25344645,25344742,25344647,25344741,SNORD116-26,CD,HUGO,349346,SNURF-SNRPN,SNORD116-26,RF00108,4.30E-010,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,U11.1-16,U1.1-33,NA,0.85 (C),,-,28S-2707,NA,NA,0 (H),,,,,,,,,,,,,
SNORD105,snoID_0150,chr19,+,10218327,10218411,10218334,10218400,SNORD105,CD,HUGO,346093,PPAN,SNORD105,RF00584,3.30E-024,SNORD105,Small nucleolar RNA SNORD105,,Eutherians,18S-799,18S-799,18S-799,RCH:18S-799,1.94,,-,18S-25,28S-1608,NA,0.64 (C),,,,,,,,,,,,,
SNORD93,snoID_0151,chr7,+,22896232,22896305,22896232,22896304,SNORD93,CD,HUGO,321275,AC005682.5,SNORD93,RF00606,1.60E-021,SNORD93,Small nucleolar RNA SNORD93,,Mammals,18S-576,18S-576,18S-576,RCH:18S-576,1.28,,-,28S-2610,NA,NA,0 (H),,,,,,,,,,,,,
SNORD36A,snoID_0152,chr9,+,136217311,136217382,136217311,136217380,SNORD36A,CD,HUGO,313043,RPL7A,SNORD36A,RF00049,2.80E-016,SNORD36,Small nucleolar RNA SNORD36,,Deuterostomes,18S-668,18S-668,18S-668,RCH:18S-668,1.4,,28S-3703,28S-1209,NA,H:28S-1209,0,,,,,,,,,,,,,
SNORD116-25,snoID_0153,chr15,+,25342809,25342902,25342811,25342901,SNORD116-25,CD,HUGO,296562,SNURF-SNRPN,SNORD116-25,RF00108,2.20E-010,SNORD116,Small nucleolar RNA SNORD116,,Eutherians,-,U11.1-16,U1.1-33,NA,0.85 (C),,-,28S-2707,NA,NA,0 (H),,,,,,,,,,,,,
SNORD70,snoID_0154,chr2,+,203141154,203141241,203141162,203141232,SNORD70,CD,HUGO,294293,NOP58,SNORD70,RF00575,9.10E-023,SNORD70,Small nucleolar RNA SNORD70,,Deuterostomes,18S-512,18S-512,18S-512,RCH:18S-512,1.58,,-,U2.3-174,NA,NA,0.61 (H),,,,,,,,,,,,,
SNORD34,snoID_0155,chr19,+,49994164,49994229,49994164,49994229,SNORD34,CD,HUGO,290702,RPL13A,SNORD34,RF00147,2.20E-013,SNORD34,Small nucleolar RNA SNORD34,,Eutherians,-,28S-3683,28S-3683,NA,0.98 (CH),,28S-2824,28S-2824,28S-2824,RCH:28S-2824,1.09,,,,,,,,,,,,,
SNORD35B,snoID_0156,chr19,+,50000976,50001063,50000977,50001059,SNORD35B,CD,HUGO,290644,RPS11,SNORD35B,RF00211,7.00E-024,SNORD35,Small nucleolar RNA SNORD35,,Vertebrates,-,U5.5-111,NA,NA,0.15 (H),,28S-4506,28S-4506,28S-4506,RCH:28S-4506,2.39,,,,,,,,,,,,,
